guid,title,pubDate,description,link,media
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-family/articleshow/90293666.cms',b'Pisces Relationship with Family',"b'Thu, 17 Mar 2022 18:09:03 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90293666.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-family/articleshow/90293666.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-family/articleshow/90293666.cms',b'Pisces Relationship with Family',"b'Thu, 17 Mar 2022 18:09:03 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90293666.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-family/articleshow/90293666.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-family/articleshow/90293666.cms',b'Pisces Relationship with Family',"b'Thu, 17 Mar 2022 18:09:03 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90293666.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-family/articleshow/90293666.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-family/articleshow/90293666.cms',b'Pisces Relationship with Family',"b'Thu, 17 Mar 2022 18:09:03 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90293666.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-family/articleshow/90293666.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-love-marriage-and-sex-relationship-intro/articleshow/90293497.cms',"b'Pisces Love, Marriage and Sex Relationship - Intro'","b'Thu, 17 Mar 2022 18:05:18 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90293497.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-love-marriage-and-sex-relationship-intro/articleshow/90293497.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-love-marriage-and-sex-relationship-intro/articleshow/90293497.cms',"b'Pisces Love, Marriage and Sex Relationship - Intro'","b'Thu, 17 Mar 2022 18:05:18 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90293497.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-love-marriage-and-sex-relationship-intro/articleshow/90293497.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-love-marriage-and-sex-relationship-intro/articleshow/90293497.cms',"b'Pisces Love, Marriage and Sex Relationship - Intro'","b'Thu, 17 Mar 2022 18:05:18 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90293497.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-love-marriage-and-sex-relationship-intro/articleshow/90293497.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-love-marriage-and-sex-relationship-intro/articleshow/90293497.cms',"b'Pisces Love, Marriage and Sex Relationship - Intro'","b'Thu, 17 Mar 2022 18:05:18 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90293497.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-love-marriage-and-sex-relationship-intro/articleshow/90293497.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-love-marriage-and-sex-relationship-intro/articleshow/90293497.cms',"b'Pisces Love, Marriage and Sex Relationship - Intro'","b'Thu, 17 Mar 2022 18:05:18 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90293497.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-love-marriage-and-sex-relationship-intro/articleshow/90293497.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-friends/articleshow/90290703.cms',b'Pisces Relationship with Friends',"b'Thu, 17 Mar 2022 16:12:51 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90290703.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-friends/articleshow/90290703.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-friends/articleshow/90290703.cms',b'Pisces Relationship with Friends',"b'Thu, 17 Mar 2022 16:12:51 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90290703.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-friends/articleshow/90290703.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-friends/articleshow/90290703.cms',b'Pisces Relationship with Friends',"b'Thu, 17 Mar 2022 16:12:51 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90290703.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-friends/articleshow/90290703.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-friends/articleshow/90290703.cms',b'Pisces Relationship with Friends',"b'Thu, 17 Mar 2022 16:12:51 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90290703.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-friends/articleshow/90290703.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-friends/articleshow/90290703.cms',b'Pisces Relationship with Friends',"b'Thu, 17 Mar 2022 16:12:51 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90290703.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-friends/articleshow/90290703.cms',
b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-17-march-2022-check-astrological-prediction-for-capricorn-aquarius-pisces-leo-and-other-signs/articleshow/90167807.cms',"b'Horoscope Today, 17 March 2022: Check astrological prediction for Capricorn, Aquarius, Pisces, Leo and other signs'","b'Thu, 17 Mar 2022 05:01:00 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90167807.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-17-march-2022-check-astrological-prediction-for-capricorn-aquarius-pisces-leo-and-other-signs/articleshow/90167807.cms',
b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-17-march-2022-check-astrological-prediction-for-capricorn-aquarius-pisces-leo-and-other-signs/articleshow/90167807.cms',"b'Horoscope Today, 17 March 2022: Check astrological prediction for Capricorn, Aquarius, Pisces, Leo and other signs'","b'Thu, 17 Mar 2022 05:01:00 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90167807.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-17-march-2022-check-astrological-prediction-for-capricorn-aquarius-pisces-leo-and-other-signs/articleshow/90167807.cms',
b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-17-march-2022-check-astrological-prediction-for-capricorn-aquarius-pisces-leo-and-other-signs/articleshow/90167807.cms',"b'Horoscope Today, 17 March 2022: Check astrological prediction for Capricorn, Aquarius, Pisces, Leo and other signs'","b'Thu, 17 Mar 2022 05:01:00 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90167807.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-17-march-2022-check-astrological-prediction-for-capricorn-aquarius-pisces-leo-and-other-signs/articleshow/90167807.cms',
b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-17-march-2022-check-astrological-prediction-for-capricorn-aquarius-pisces-leo-and-other-signs/articleshow/90167807.cms',"b'Horoscope Today, 17 March 2022: Check astrological prediction for Capricorn, Aquarius, Pisces, Leo and other signs'","b'Thu, 17 Mar 2022 05:01:00 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90167807.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-17-march-2022-check-astrological-prediction-for-capricorn-aquarius-pisces-leo-and-other-signs/articleshow/90167807.cms',
b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-17-march-2022-check-astrological-prediction-for-capricorn-aquarius-pisces-leo-and-other-signs/articleshow/90167807.cms',"b'Horoscope Today, 17 March 2022: Check astrological prediction for Capricorn, Aquarius, Pisces, Leo and other signs'","b'Thu, 17 Mar 2022 05:01:00 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90167807.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-17-march-2022-check-astrological-prediction-for-capricorn-aquarius-pisces-leo-and-other-signs/articleshow/90167807.cms',
b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-16-march-2022-check-astrological-prediction-for-aries-taurus-gemini-cancer-and-other-signs/articleshow/90167750.cms',"b'Horoscope Today, 16 March 2022: Check astrological prediction for Aries, Taurus, Gemini, Cancer and other signs'","b'Wed, 16 Mar 2022 05:01:00 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90167750.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-16-march-2022-check-astrological-prediction-for-aries-taurus-gemini-cancer-and-other-signs/articleshow/90167750.cms',
b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-16-march-2022-check-astrological-prediction-for-aries-taurus-gemini-cancer-and-other-signs/articleshow/90167750.cms',"b'Horoscope Today, 16 March 2022: Check astrological prediction for Aries, Taurus, Gemini, Cancer and other signs'","b'Wed, 16 Mar 2022 05:01:00 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90167750.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-16-march-2022-check-astrological-prediction-for-aries-taurus-gemini-cancer-and-other-signs/articleshow/90167750.cms',
b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-16-march-2022-check-astrological-prediction-for-aries-taurus-gemini-cancer-and-other-signs/articleshow/90167750.cms',"b'Horoscope Today, 16 March 2022: Check astrological prediction for Aries, Taurus, Gemini, Cancer and other signs'","b'Wed, 16 Mar 2022 05:01:00 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90167750.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-16-march-2022-check-astrological-prediction-for-aries-taurus-gemini-cancer-and-other-signs/articleshow/90167750.cms',
b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-16-march-2022-check-astrological-prediction-for-aries-taurus-gemini-cancer-and-other-signs/articleshow/90167750.cms',"b'Horoscope Today, 16 March 2022: Check astrological prediction for Aries, Taurus, Gemini, Cancer and other signs'","b'Wed, 16 Mar 2022 05:01:00 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90167750.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-16-march-2022-check-astrological-prediction-for-aries-taurus-gemini-cancer-and-other-signs/articleshow/90167750.cms',
b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-16-march-2022-check-astrological-prediction-for-aries-taurus-gemini-cancer-and-other-signs/articleshow/90167750.cms',"b'Horoscope Today, 16 March 2022: Check astrological prediction for Aries, Taurus, Gemini, Cancer and other signs'","b'Wed, 16 Mar 2022 05:01:00 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90167750.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-16-march-2022-check-astrological-prediction-for-aries-taurus-gemini-cancer-and-other-signs/articleshow/90167750.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-siblings/articleshow/90220600.cms',b'Pisces\xe2\x80\x99 relationship with Siblings',"b'Tue, 15 Mar 2022 14:10:56 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90220600.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-siblings/articleshow/90220600.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-siblings/articleshow/90220600.cms',b'Pisces\xe2\x80\x99 relationship with Siblings',"b'Tue, 15 Mar 2022 14:10:56 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90220600.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-siblings/articleshow/90220600.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-siblings/articleshow/90220600.cms',b'Pisces\xe2\x80\x99 relationship with Siblings',"b'Tue, 15 Mar 2022 14:10:56 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90220600.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-siblings/articleshow/90220600.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-siblings/articleshow/90220600.cms',b'Pisces\xe2\x80\x99 relationship with Siblings',"b'Tue, 15 Mar 2022 14:10:56 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90220600.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-siblings/articleshow/90220600.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-siblings/articleshow/90220600.cms',b'Pisces\xe2\x80\x99 relationship with Siblings',"b'Tue, 15 Mar 2022 14:10:56 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90220600.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-siblings/articleshow/90220600.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-kids/articleshow/90220523.cms',b'Pisces Relationship with Kids',"b'Tue, 15 Mar 2022 14:08:16 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90220523.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-kids/articleshow/90220523.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-kids/articleshow/90220523.cms',b'Pisces Relationship with Kids',"b'Tue, 15 Mar 2022 14:08:16 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90220523.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-kids/articleshow/90220523.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-kids/articleshow/90220523.cms',b'Pisces Relationship with Kids',"b'Tue, 15 Mar 2022 14:08:16 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90220523.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-kids/articleshow/90220523.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-kids/articleshow/90220523.cms',b'Pisces Relationship with Kids',"b'Tue, 15 Mar 2022 14:08:16 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90220523.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-kids/articleshow/90220523.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-kids/articleshow/90220523.cms',b'Pisces Relationship with Kids',"b'Tue, 15 Mar 2022 14:08:16 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90220523.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-kids/articleshow/90220523.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-a-spouse/articleshow/90220453.cms',b'Pisces relationship with a spouse',"b'Tue, 15 Mar 2022 14:05:34 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90220453.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-a-spouse/articleshow/90220453.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-a-spouse/articleshow/90220453.cms',b'Pisces relationship with a spouse',"b'Tue, 15 Mar 2022 14:05:34 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90220453.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-a-spouse/articleshow/90220453.cms',
