guid,title,pubDate,description,link,media
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-a-spouse/articleshow/90220453.cms',b'Pisces relationship with a spouse',"b'Tue, 15 Mar 2022 14:05:34 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90220453.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-a-spouse/articleshow/90220453.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-a-spouse/articleshow/90220453.cms',b'Pisces relationship with a spouse',"b'Tue, 15 Mar 2022 14:05:34 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90220453.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-a-spouse/articleshow/90220453.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-a-spouse/articleshow/90220453.cms',b'Pisces relationship with a spouse',"b'Tue, 15 Mar 2022 14:05:34 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90220453.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-a-spouse/articleshow/90220453.cms',
b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-15-march-2022-check-astrological-prediction-for-virgo-libra-scorpio-sagittarius-and-other-signs/articleshow/90167683.cms',"b'Horoscope Today, 15 March 2022: Check astrological prediction for Virgo, Libra, Scorpio, Sagittarius and other signs'","b'Tue, 15 Mar 2022 05:01:00 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90167683.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-15-march-2022-check-astrological-prediction-for-virgo-libra-scorpio-sagittarius-and-other-signs/articleshow/90167683.cms',
b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-15-march-2022-check-astrological-prediction-for-virgo-libra-scorpio-sagittarius-and-other-signs/articleshow/90167683.cms',"b'Horoscope Today, 15 March 2022: Check astrological prediction for Virgo, Libra, Scorpio, Sagittarius and other signs'","b'Tue, 15 Mar 2022 05:01:00 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90167683.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-15-march-2022-check-astrological-prediction-for-virgo-libra-scorpio-sagittarius-and-other-signs/articleshow/90167683.cms',
b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-15-march-2022-check-astrological-prediction-for-virgo-libra-scorpio-sagittarius-and-other-signs/articleshow/90167683.cms',"b'Horoscope Today, 15 March 2022: Check astrological prediction for Virgo, Libra, Scorpio, Sagittarius and other signs'","b'Tue, 15 Mar 2022 05:01:00 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90167683.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-15-march-2022-check-astrological-prediction-for-virgo-libra-scorpio-sagittarius-and-other-signs/articleshow/90167683.cms',
b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-15-march-2022-check-astrological-prediction-for-virgo-libra-scorpio-sagittarius-and-other-signs/articleshow/90167683.cms',"b'Horoscope Today, 15 March 2022: Check astrological prediction for Virgo, Libra, Scorpio, Sagittarius and other signs'","b'Tue, 15 Mar 2022 05:01:00 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90167683.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-15-march-2022-check-astrological-prediction-for-virgo-libra-scorpio-sagittarius-and-other-signs/articleshow/90167683.cms',
b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-15-march-2022-check-astrological-prediction-for-virgo-libra-scorpio-sagittarius-and-other-signs/articleshow/90167683.cms',"b'Horoscope Today, 15 March 2022: Check astrological prediction for Virgo, Libra, Scorpio, Sagittarius and other signs'","b'Tue, 15 Mar 2022 05:01:00 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90167683.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-15-march-2022-check-astrological-prediction-for-virgo-libra-scorpio-sagittarius-and-other-signs/articleshow/90167683.cms',
b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-14-march-2022-check-astrological-prediction-for-capricorn-aquarius-pisces-leo-and-other-signs/articleshow/90167505.cms',"b'Horoscope Today, 14 March 2022: Check astrological prediction for Capricorn, Aquarius, Pisces, Leo and other signs'","b'Mon, 14 Mar 2022 05:01:00 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90167505.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-14-march-2022-check-astrological-prediction-for-capricorn-aquarius-pisces-leo-and-other-signs/articleshow/90167505.cms',
b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-14-march-2022-check-astrological-prediction-for-capricorn-aquarius-pisces-leo-and-other-signs/articleshow/90167505.cms',"b'Horoscope Today, 14 March 2022: Check astrological prediction for Capricorn, Aquarius, Pisces, Leo and other signs'","b'Mon, 14 Mar 2022 05:01:00 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90167505.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-14-march-2022-check-astrological-prediction-for-capricorn-aquarius-pisces-leo-and-other-signs/articleshow/90167505.cms',
b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-14-march-2022-check-astrological-prediction-for-capricorn-aquarius-pisces-leo-and-other-signs/articleshow/90167505.cms',"b'Horoscope Today, 14 March 2022: Check astrological prediction for Capricorn, Aquarius, Pisces, Leo and other signs'","b'Mon, 14 Mar 2022 05:01:00 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90167505.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-14-march-2022-check-astrological-prediction-for-capricorn-aquarius-pisces-leo-and-other-signs/articleshow/90167505.cms',
b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-14-march-2022-check-astrological-prediction-for-capricorn-aquarius-pisces-leo-and-other-signs/articleshow/90167505.cms',"b'Horoscope Today, 14 March 2022: Check astrological prediction for Capricorn, Aquarius, Pisces, Leo and other signs'","b'Mon, 14 Mar 2022 05:01:00 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90167505.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-14-march-2022-check-astrological-prediction-for-capricorn-aquarius-pisces-leo-and-other-signs/articleshow/90167505.cms',
b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-14-march-2022-check-astrological-prediction-for-capricorn-aquarius-pisces-leo-and-other-signs/articleshow/90167505.cms',"b'Horoscope Today, 14 March 2022: Check astrological prediction for Capricorn, Aquarius, Pisces, Leo and other signs'","b'Mon, 14 Mar 2022 05:01:00 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90167505.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-14-march-2022-check-astrological-prediction-for-capricorn-aquarius-pisces-leo-and-other-signs/articleshow/90167505.cms',
b'https://timesofindia.indiatimes.com/astrology/horoscope/weekly-horoscope-13-march-to-19-march-2022-check-predictions-for-all-zodiac-signs/articleshow/90172117.cms',"b'Weekly Horoscope, 13 March to 19 March 2022: Check predictions for all zodiac signs'","b'Sun, 13 Mar 2022 05:01:00 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90172117.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/horoscope/weekly-horoscope-13-march-to-19-march-2022-check-predictions-for-all-zodiac-signs/articleshow/90172117.cms',
b'https://timesofindia.indiatimes.com/astrology/horoscope/weekly-horoscope-13-march-to-19-march-2022-check-predictions-for-all-zodiac-signs/articleshow/90172117.cms',"b'Weekly Horoscope, 13 March to 19 March 2022: Check predictions for all zodiac signs'","b'Sun, 13 Mar 2022 05:01:00 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90172117.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/horoscope/weekly-horoscope-13-march-to-19-march-2022-check-predictions-for-all-zodiac-signs/articleshow/90172117.cms',
b'https://timesofindia.indiatimes.com/astrology/horoscope/weekly-horoscope-13-march-to-19-march-2022-check-predictions-for-all-zodiac-signs/articleshow/90172117.cms',"b'Weekly Horoscope, 13 March to 19 March 2022: Check predictions for all zodiac signs'","b'Sun, 13 Mar 2022 05:01:00 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90172117.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/horoscope/weekly-horoscope-13-march-to-19-march-2022-check-predictions-for-all-zodiac-signs/articleshow/90172117.cms',
b'https://timesofindia.indiatimes.com/astrology/horoscope/weekly-horoscope-13-march-to-19-march-2022-check-predictions-for-all-zodiac-signs/articleshow/90172117.cms',"b'Weekly Horoscope, 13 March to 19 March 2022: Check predictions for all zodiac signs'","b'Sun, 13 Mar 2022 05:01:00 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90172117.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/horoscope/weekly-horoscope-13-march-to-19-march-2022-check-predictions-for-all-zodiac-signs/articleshow/90172117.cms',
b'https://timesofindia.indiatimes.com/astrology/horoscope/weekly-horoscope-13-march-to-19-march-2022-check-predictions-for-all-zodiac-signs/articleshow/90172117.cms',"b'Weekly Horoscope, 13 March to 19 March 2022: Check predictions for all zodiac signs'","b'Sun, 13 Mar 2022 05:01:00 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90172117.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/horoscope/weekly-horoscope-13-march-to-19-march-2022-check-predictions-for-all-zodiac-signs/articleshow/90172117.cms',
b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-13-march-2022-check-astrological-prediction-for-aries-taurus-gemini-cancer-and-other-signs/articleshow/90167290.cms',"b'Horoscope Today, 13 March 2022: Check astrological prediction for Aries, Taurus, Gemini, Cancer and other signs'","b'Sun, 13 Mar 2022 05:01:00 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90167290.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-13-march-2022-check-astrological-prediction-for-aries-taurus-gemini-cancer-and-other-signs/articleshow/90167290.cms',
b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-13-march-2022-check-astrological-prediction-for-aries-taurus-gemini-cancer-and-other-signs/articleshow/90167290.cms',"b'Horoscope Today, 13 March 2022: Check astrological prediction for Aries, Taurus, Gemini, Cancer and other signs'","b'Sun, 13 Mar 2022 05:01:00 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90167290.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-13-march-2022-check-astrological-prediction-for-aries-taurus-gemini-cancer-and-other-signs/articleshow/90167290.cms',
b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-13-march-2022-check-astrological-prediction-for-aries-taurus-gemini-cancer-and-other-signs/articleshow/90167290.cms',"b'Horoscope Today, 13 March 2022: Check astrological prediction for Aries, Taurus, Gemini, Cancer and other signs'","b'Sun, 13 Mar 2022 05:01:00 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90167290.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-13-march-2022-check-astrological-prediction-for-aries-taurus-gemini-cancer-and-other-signs/articleshow/90167290.cms',
b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-13-march-2022-check-astrological-prediction-for-aries-taurus-gemini-cancer-and-other-signs/articleshow/90167290.cms',"b'Horoscope Today, 13 March 2022: Check astrological prediction for Aries, Taurus, Gemini, Cancer and other signs'","b'Sun, 13 Mar 2022 05:01:00 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90167290.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-13-march-2022-check-astrological-prediction-for-aries-taurus-gemini-cancer-and-other-signs/articleshow/90167290.cms',
b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-13-march-2022-check-astrological-prediction-for-aries-taurus-gemini-cancer-and-other-signs/articleshow/90167290.cms',"b'Horoscope Today, 13 March 2022: Check astrological prediction for Aries, Taurus, Gemini, Cancer and other signs'","b'Sun, 13 Mar 2022 05:01:00 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90167290.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-13-march-2022-check-astrological-prediction-for-aries-taurus-gemini-cancer-and-other-signs/articleshow/90167290.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-grand-parents/articleshow/90172509.cms',b'Pisces\xe2\x80\x99 relationship with Grand-parents',"b'Sat, 12 Mar 2022 19:05:12 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90172509.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-grand-parents/articleshow/90172509.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-grand-parents/articleshow/90172509.cms',b'Pisces\xe2\x80\x99 relationship with Grand-parents',"b'Sat, 12 Mar 2022 19:05:12 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90172509.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-grand-parents/articleshow/90172509.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-grand-parents/articleshow/90172509.cms',b'Pisces\xe2\x80\x99 relationship with Grand-parents',"b'Sat, 12 Mar 2022 19:05:12 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90172509.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-grand-parents/articleshow/90172509.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-grand-parents/articleshow/90172509.cms',b'Pisces\xe2\x80\x99 relationship with Grand-parents',"b'Sat, 12 Mar 2022 19:05:12 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90172509.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-grand-parents/articleshow/90172509.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-grand-parents/articleshow/90172509.cms',b'Pisces\xe2\x80\x99 relationship with Grand-parents',"b'Sat, 12 Mar 2022 19:05:12 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90172509.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-grand-parents/articleshow/90172509.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-their-parents/articleshow/90172477.cms',b'Pisces\xe2\x80\x99 Relationship with their Parents',"b'Sat, 12 Mar 2022 19:02:49 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90172477.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-their-parents/articleshow/90172477.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-their-parents/articleshow/90172477.cms',b'Pisces\xe2\x80\x99 Relationship with their Parents',"b'Sat, 12 Mar 2022 19:02:49 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90172477.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-their-parents/articleshow/90172477.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-their-parents/articleshow/90172477.cms',b'Pisces\xe2\x80\x99 Relationship with their Parents',"b'Sat, 12 Mar 2022 19:02:49 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90172477.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-their-parents/articleshow/90172477.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-their-parents/articleshow/90172477.cms',b'Pisces\xe2\x80\x99 Relationship with their Parents',"b'Sat, 12 Mar 2022 19:02:49 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90172477.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-their-parents/articleshow/90172477.cms',
b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-their-parents/articleshow/90172477.cms',b'Pisces\xe2\x80\x99 Relationship with their Parents',"b'Sat, 12 Mar 2022 19:02:49 IST'","b'<img border=""0"" hspace=""10"" align=""left"" style=""margin-top:3px;margin-right:5px;"" src=""https://timesofindia.indiatimes.com/photo/90172477.cms"" />'",b'https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/pisces/pisces-relationship-with-their-parents/articleshow/90172477.cms',
